xi[168,1]	2920001	2928000
xi[168,2]	2928001	2936000
xi[169,1]	2936001	2944000
xi[169,2]	2944001	2952000
xi[170,1]	2952001	2960000
xi[170,2]	2960001	2968000
xi[171,1]	2968001	2976000
xi[171,2]	2976001	2984000
xi[172,1]	2984001	2992000
xi[172,2]	2992001	3000000
xi[173,1]	3000001	3008000
xi[173,2]	3008001	3016000
xi[174,1]	3016001	3024000
xi[174,2]	3024001	3032000
xi[175,1]	3032001	3040000
xi[175,2]	3040001	3048000
xi[176,1]	3048001	3056000
xi[176,2]	3056001	3064000
xi[177,1]	3064001	3072000
xi[177,2]	3072001	3080000
xi[178,1]	3080001	3088000
xi[178,2]	3088001	3096000
xi[179,1]	3096001	3104000
xi[179,2]	3104001	3112000
xi[180,1]	3112001	3120000
xi[180,2]	3120001	3128000
xi[181,1]	3128001	3136000
xi[181,2]	3136001	3144000
xi[182,1]	3144001	3152000
xi[182,2]	3152001	3160000
xi[183,1]	3160001	3168000
xi[183,2]	3168001	3176000
xi[184,1]	3176001	3184000
xi[184,2]	3184001	3192000
xi[185,1]	3192001	3200000
xi[185,2]	3200001	3208000
xi[186,1]	3208001	3216000
xi[186,2]	3216001	3224000
xi[187,1]	3224001	3232000
xi[187,2]	3232001	3240000
xi[188,1]	3240001	3248000
xi[188,2]	3248001	3256000
xi[189,1]	3256001	3264000
xi[189,2]	3264001	3272000
xi[190,1]	3272001	3280000
xi[190,2]	3280001	3288000
xi[191,1]	3288001	3296000
xi[191,2]	3296001	3304000
xi[192,1]	3304001	3312000
xi[192,2]	3312001	3320000
xi[193,1]	3320001	3328000
xi[193,2]	3328001	3336000
xi[194,1]	3336001	3344000
xi[194,2]	3344001	3352000
xi[195,1]	3352001	3360000
xi[195,2]	3360001	3368000
xi[196,1]	3368001	3376000
xi[196,2]	3376001	3384000
xi[197,1]	3384001	3392000
xi[197,2]	3392001	3400000
xi[198,1]	3400001	3408000
xi[198,2]	3408001	3416000
xi[199,1]	3416001	3424000
xi[199,2]	3424001	3432000
xi[200,1]	3432001	3440000
xi[200,2]	3440001	3448000
xi[201,1]	3448001	3456000
xi[201,2]	3456001	3464000
xi[202,1]	3464001	3472000
xi[202,2]	3472001	3480000
xi[203,1]	3480001	3488000
xi[203,2]	3488001	3496000
xi[204,1]	3496001	3504000
xi[204,2]	3504001	3512000
xi[205,1]	3512001	3520000
xi[205,2]	3520001	3528000
xi[206,1]	3528001	3536000
xi[206,2]	3536001	3544000
xi[207,1]	3544001	3552000
xi[207,2]	3552001	3560000
xi[208,1]	3560001	3568000
xi[208,2]	3568001	3576000
xi[209,1]	3576001	3584000
xi[209,2]	3584001	3592000
xi[210,1]	3592001	3600000
xi[210,2]	3600001	3608000
xi[211,1]	3608001	3616000
xi[211,2]	3616001	3624000
xi[212,1]	3624001	3632000
xi[212,2]	3632001	3640000
xi[213,1]	3640001	3648000
xi[213,2]	3648001	3656000
xi[214,1]	3656001	3664000
xi[214,2]	3664001	3672000
xi[215,1]	3672001	3680000
xi[215,2]	3680001	3688000
xi[216,1]	3688001	3696000
xi[216,2]	3696001	3704000
xi[217,1]	3704001	3712000
xi[217,2]	3712001	3720000
xi[218,1]	3720001	3728000
xi[218,2]	3728001	3736000
xi[219,1]	3736001	3744000
xi[219,2]	3744001	3752000
xi[220,1]	3752001	3760000
xi[220,2]	3760001	3768000
xi[221,1]	3768001	3776000
xi[221,2]	3776001	3784000
xi[222,1]	3784001	3792000
xi[222,2]	3792001	3800000
xi[223,1]	3800001	3808000
xi[223,2]	3808001	3816000
xi[224,1]	3816001	3824000
xi[224,2]	3824001	3832000
xi[225,1]	3832001	3840000
xi[225,2]	3840001	3848000
xi[226,1]	3848001	3856000
xi[226,2]	3856001	3864000
xi[227,1]	3864001	3872000
xi[227,2]	3872001	3880000
xi[228,1]	3880001	3888000
xi[228,2]	3888001	3896000
xi[229,1]	3896001	3904000
xi[229,2]	3904001	3912000
xi[230,1]	3912001	3920000
xi[230,2]	3920001	3928000
xi[231,1]	3928001	3936000
xi[231,2]	3936001	3944000
xi[232,1]	3944001	3952000
xi[232,2]	3952001	3960000
xi[233,1]	3960001	3968000
xi[233,2]	3968001	3976000
xi[234,1]	3976001	3984000
xi[234,2]	3984001	3992000
xi[235,1]	3992001	4000000
xi[235,2]	4000001	4008000
xi[236,1]	4008001	4016000
xi[236,2]	4016001	4024000
xi[237,1]	4024001	4032000
xi[237,2]	4032001	4040000
xi[238,1]	4040001	4048000
xi[238,2]	4048001	4056000
xi[239,1]	4056001	4064000
xi[239,2]	4064001	4072000
xi[240,1]	4072001	4080000
xi[240,2]	4080001	4088000
xi[241,1]	4088001	4096000
xi[241,2]	4096001	4104000
xi[242,1]	4104001	4112000
xi[242,2]	4112001	4120000
xi[243,1]	4120001	4128000
xi[243,2]	4128001	4136000
xi[244,1]	4136001	4144000
xi[244,2]	4144001	4152000
xi[245,1]	4152001	4160000
xi[245,2]	4160001	4168000
xi[246,1]	4168001	4176000
xi[246,2]	4176001	4184000
xi[247,1]	4184001	4192000
xi[247,2]	4192001	4200000
xi[248,1]	4200001	4208000
xi[248,2]	4208001	4216000
xi[249,1]	4216001	4224000
xi[249,2]	4224001	4232000
xi[250,1]	4232001	4240000
xi[250,2]	4240001	4248000
xi[251,1]	4248001	4256000
xi[251,2]	4256001	4264000
xi[252,1]	4264001	4272000
xi[252,2]	4272001	4280000
xi[253,1]	4280001	4288000
xi[253,2]	4288001	4296000
xi[254,1]	4296001	4304000
xi[254,2]	4304001	4312000
xi[255,1]	4312001	4320000
xi[255,2]	4320001	4328000
xi[256,1]	4328001	4336000
xi[256,2]	4336001	4344000
xi[257,1]	4344001	4352000
xi[257,2]	4352001	4360000
xi[258,1]	4360001	4368000
xi[258,2]	4368001	4376000
xi[259,1]	4376001	4384000
xi[259,2]	4384001	4392000
xi[260,1]	4392001	4400000
xi[260,2]	4400001	4408000
xi[261,1]	4408001	4416000
xi[261,2]	4416001	4424000
xi[262,1]	4424001	4432000
xi[262,2]	4432001	4440000
xi[263,1]	4440001	4448000
xi[263,2]	4448001	4456000
xi[264,1]	4456001	4464000
xi[264,2]	4464001	4472000
xi[265,1]	4472001	4480000
xi[265,2]	4480001	4488000
xi[266,1]	4488001	4496000
